Combo,Subject,Catalog,Name,CC
HIST1815,HIST,1815,The Kids Are All Right,HC
HIST1816,HIST,1816,The Kids Are All Right,W
HIST1817,HIST,1817,Out of Many:US History to 1877,HC
HIST1818,HIST,1818,Unfinished Nation:US 1877-Pres,HC
HIST1819,HIST,1819,African American Pop Culture,HC
HIST1820,HIST,1820,African American Pop Culture,HD
HIST1821,HIST,1821,On the Edges of Empire,HC
HIST1822,HIST,1822,Modern China,HC
HIST1823,HIST,1823,Russian Culture,CA
HIST1824,HIST,1824,Russian Culture,CAA
HIST1825,HIST,1825,Russian Culture,GPS
HIST1826,HIST,1826,Human Rights Modern South Asia,HC
HIST1827,HIST,1827,Human Rights Modern South Asia,GPS
HIST1828,HIST,1828,Human Rights Modern South Asia,HD
HIST1829,HIST,1829,Radical Church,PREI
HIST1830,HIST,1830,US Sports History,HC
HIST1831,HIST,1831,US Sports History,HD
HIST1832,HIST,1832,History of Capitalism I,HC
HIST1833,HIST,1833,History of Capitalism I,GPS
HIST1834,HIST,1834,History of Capitalism I,W
HIST1835,HIST,1835,Medieval World: 306 to 1095,HC
HIST1836,HIST,1836,Medieval World: 1095 to 1350,HC
HIST1837,HIST,1837,Greek Mythology and History,HC
HIST1838,HIST,1838,Greek Mythology and History,W
HIST1839,HIST,1839,"Europe in Mod World, Ren-1760",HC
HIST1840,HIST,1840,"Europe in Mod World, 1760-Pres",HC
HIST1841,HIST,1841,A History of Islamic States,HC
HIST1842,HIST,1842,A History of Islamic States,HD
HIST1843,HIST,1843,Latin America: Colonial Period,HC
HIST1844,HIST,1844,Latin America in Modern Era,HC
HIST1845,HIST,1845,Civilization of India,HC
HIST1846,HIST,1846,Civilization of India,HD
HIST1847,HIST,1847,Africa to the 19th Century,HC
HIST1848,HIST,1848,Africa to the 19th Century,GPS
HIST1849,HIST,1849,Africa to the 19th Century,HD
HIST1850,HIST,1850,Modern Africa,HC
HIST1851,HIST,1851,Modern Africa,GPS
HIST1852,HIST,1852,Modern Africa,HD
HIST1853,HIST,1853,China Before 1850,HC
HIST1854,HIST,1854,China Before 1850,HD
HIST1855,HIST,1855,Modern East Asia,HC
HIST1856,HIST,1856,Modern East Asia,HD
HIST1857,HIST,1857,Human Rights:America's Dilemma,HC
HIST1858,HIST,1858,Human Rights:America's Dilemma,CE
HIST1859,HIST,1859,Human Rights:America's Dilemma,W
HIST1860,HIST,1860,African Americans&Civil Rights,HC
HIST1861,HIST,1861,African Americans&Civil Rights,HD
HIST1862,HIST,1862,The US and the Cold War,HC
HIST1863,HIST,1863,N.American Envirnomental Hist,HC
HIST1864,HIST,1864,Problems in American History,HC
HIST1865,HIST,1865,Problems in American History,W
HIST1866,HIST,1866,19th Century American West,HC
HIST1867,HIST,1867,19th Century American West,HD
HIST1868,HIST,1868,Women in US History to 1900,HC
HIST1869,HIST,1869,Women in US History to 1900,HD
HIST1870,HIST,1870,Women in US History to 1900,W
HIST1871,HIST,1871,African Amer in US 1607-1877,HC
HIST1872,HIST,1872,African Amer in US 1607-1877,HD
HIST1873,HIST,1873,"African Amer in US, 1877-Pres",HC
HIST1874,HIST,1874,"African Amer in US, 1877-Pres",HD
HIST1875,HIST,1875,History of Sex in America,HC
HIST1876,HIST,1876,History of Sex in America,HD
HIST1877,HIST,1877,History of Sex in America,W
HIST1878,HIST,1878,Sexual Minorities/Human Rights,HC
HIST1879,HIST,1879,Sexual Minorities/Human Rights,GPS
HIST1880,HIST,1880,Sexual Minorities/Human Rights,HD
HIST1881,HIST,1881,Sexual Minorities/Human Rights,W
HIST1882,HIST,1882,History of Ancient China,HC
HIST1883,HIST,1883,History of Ancient China,W
HIST1884,HIST,1884,Texas History,HC
HIST1885,HIST,1885,Texas History,HD
HIST1886,HIST,1886,Texas History,W
HIST1887,HIST,1887,The French Revolution,HC
HIST1888,HIST,1888,Amer Rel History Before 1865,PREI
HIST1889,HIST,1889,Amer Rel History Before 1865,HD
HIST1890,HIST,1890,Mexican Americans:1848-Present,HC
HIST1891,HIST,1891,Mexican Americans:1848-Present,HD
HIST1892,HIST,1892,Mexican Americans:1848-Present,W
HIST1893,HIST,1893,US Religious History From 1865,HC
HIST1894,HIST,1894,US Religious History From 1865,W
HIST1895,HIST,1895,Women in US History From 1865,HC
HIST1896,HIST,1896,Women in US History From 1865,HD
HIST1897,HIST,1897,History of Modern Germany,HC
HIST1898,HIST,1898,History of Modern Germany,GPS
HIST1899,HIST,1899,History of Modern Germany,W
HIST1900,HIST,1900,Women in Early Mod Europe,HC
HIST1901,HIST,1901,Women in Early Mod Europe,HD
HIST1902,HIST,1902,France Since 1789,HC
HIST1903,HIST,1903,France Since 1789,GPS
HIST1904,HIST,1904,"One King, One Law:France",HC
HIST1905,HIST,1905,United States Cultural History,HC
HIST1906,HIST,1906,"History of Spain, 1469-Pres",HC
HIST1907,HIST,1907,Rev Exper in Russia:1900-1930,HC
HIST1908,HIST,1908,Rev Exper in Russia:1900-1930,GPS
HIST1909,HIST,1909,Soviet/Post-Soviet Soc & Pol,HC
HIST1910,HIST,1910,Soviet/Post-Soviet Soc & Pol,GPS
HIST1911,HIST,1911,Bollywood: Cinema in India,HC
HIST1912,HIST,1912,Bollywood: Cinema in India,GPS
HIST1913,HIST,1913,Civil War and Reconstruction,HC
HIST1914,HIST,1914,Changing American Families,HC
HIST1915,HIST,1915,Changing American Families,HD
HIST1916,HIST,1916,Changing American Families,W
HIST1917,HIST,1917,A History of Ancient Egypt,HC
HIST1918,HIST,1918,History of Ancient Near East,HC
HIST1919,HIST,1919,Class/Gender in Ancient Soc,HC
HIST1920,HIST,1920,Class/Gender in Ancient Soc,HD
HIST1921,HIST,1921,The Renaissance,HC
HIST1922,HIST,1922,The Renaissance,OC
HIST1923,HIST,1923,The Renaissance,W
HIST1924,HIST,1924,Europe Age of Reformation,HC
HIST1925,HIST,1925,Europe Age of Reformation,W
HIST1926,HIST,1926,Roman History and Roman Mind,HC
HIST1927,HIST,1927,The Holocaust,HC
HIST1928,HIST,1928,The Holocaust,W
HIST1929,HIST,1929,History Consumer Culture in US,HC
HIST1930,HIST,1930,Problems in European History,HC
HIST1931,HIST,1931,Digital History,HC
HIST1932,HIST,1932,Colonial America,HC
HIST1933,HIST,1933,Colonial America,W
HIST1934,HIST,1934,The American Revolution,HC
HIST1935,HIST,1935,The American Revolution,W
HIST1936,HIST,1936,Diplomacy in Europe,HC
HIST1937,HIST,1937,History of South Africa,HC
HIST1938,HIST,1938,History of South Africa,GPS
HIST1939,HIST,1939,History of South Africa,W
HIST1940,HIST,1940,Cultural History of New Mexico,HC
HIST1941,HIST,1941,Cultural History of New Mexico,HD
HIST1942,HIST,1942,Cultural History of New Mexico,OC
HIST1943,HIST,1943,First World War and Its Impact,HC
HIST1944,HIST,1944,First World War and Its Impact,W
HIST1945,HIST,1945,History of Mexico,HC
HIST1946,HIST,1946,D-Day 1944: Operation Overlord,HC
HIST1947,HIST,1947,D-Day 1944: Operation Overlord,OC
HIST1948,HIST,1948,D-Day 1944: Operation Overlord,W
HIST1949,HIST,1949,Problems in Middle East Hist,HC
HIST1950,HIST,1950,Problems in Middle East Hist,GPS
HIST1951,HIST,1951,Problems in Middle East Hist,HD
HIST1952,HIST,1952,Modern Middle East 1914-Presnt,HC
HIST1953,HIST,1953,Modern Middle East 1914-Presnt,HD
HIST1954,HIST,1954,Problems in Asian History,HC
HIST1955,HIST,1955,Problems in Asian History,GPS
HIST1956,HIST,1956,Problems in Asian History,HD
HIST1957,HIST,1957,Coexistence & Conflict in ME,HC
HIST1958,HIST,1958,Coexistence & Conflict in ME,GPS
HIST1959,HIST,1959,Coexistence & Conflict in ME,HD
HIST1960,HIST,1960,Jnr Seminar Research&Writing,OC
HRTS1961,HRTS,1961,Diversity Foundations,HD
HRTS1962,HRTS,1962,Human Rights in South Africa,HC
HRTS1963,HRTS,1963,Human Rights in South Africa,GPS
HRTS1964,HRTS,1964,Human Rights in South Africa,HD
HRTS1965,HRTS,1965,Human Rights in South Asia,HC
HRTS1966,HRTS,1966,Human Rights in South Asia,GPS
HRTS1967,HRTS,1967,Human Rights in South Asia,HD
HRTS1968,HRTS,1968,Human Rights:Amer Dilemma,HC
HRTS1969,HRTS,1969,Human Rights:Amer Dilemma,CE
HRTS1970,HRTS,1970,Human Rights:Amer Dilemma,W
HRTS1971,HRTS,1971,Ethnoviolence,HD
HRTS1972,HRTS,1972,Sexual Minorities/Human Rights,HC
HRTS1973,HRTS,1973,Sexual Minorities/Human Rights,GPS
HRTS1974,HRTS,1974,Sexual Minorities/Human Rights,HD
HRTS1975,HRTS,1975,Sexual Minorities/Human Rights,W
HRTS1976,HRTS,1976,"War, Looting Ancient Art",HC
HRTS1977,HRTS,1977,"War, Looting Ancient Art",CIE
HRTS1978,HRTS,1978,The Harkis,HC
HRTS1979,HRTS,1979,The Harkis,HD
HRTS1980,HRTS,1980,Failure of Humanity in Rwanda,HC
HRTS1981,HRTS,1981,Failure of Humanity in Rwanda,HD
HRTS1982,HRTS,1982,Health as a Human Right,SBS
HRTS1983,HRTS,1983,Health as a Human Right,CE
HRTS1984,HRTS,1984,Health as a Human Right,GPS
HRTS1985,HRTS,1985,Health as a Human Right,HD
HRTS1986,HRTS,1986,Postcolonial France,HC
HRTS1987,HRTS,1987,Postcolonial France,HD
HRTS1988,HRTS,1988,Ethics and Human Rights,GPS
HRTS1989,HRTS,1989,Ethics and Human Rights,HD
INTL1990,INTL,1990,Intro to International Studies,SBS
ITAL1991,ITAL,1991,Beginning Italian: Second Term,SLM
ITAL1992,ITAL,1992,Accelerated Beginning Italian,SLM
ITAL1993,ITAL,1993,Accelerated Beginning Italian,GPS
ITAL1994,ITAL,1994,Intermediate Italian-2nd Term,GPS
ITAL1995,ITAL,1995,Intermediate Italian-2nd Term,OC
ITAL1996,ITAL,1996,Intermediate Italian-1st Term,LAI
ITAL1997,ITAL,1997,Intermediate Italian-1st Term,GPS
ITAL1998,ITAL,1998,Italian Culture,GPS
ITOM1999,ITOM,1999,Information Systems for Mgmt,TAS
JAPN2000,JAPN,2000,Beginning Japanese: 2nd Term,SLM
JAPN2001,JAPN,2001,Intermediate Japanese,LAI
JAPN2002,JAPN,2002,Intermediate Japanese,GPS
JOUR2003,JOUR,2003,Ethics of Covergent Media,PREI
JOUR2004,JOUR,2004,News Reporting,W
JOUR2005,JOUR,2005,Advanced News Reporting,CE
JOUR2006,JOUR,2006,Advanced News Reporting,W
JOUR2007,JOUR,2007,Mass Media in Great Britain,GPS
JOUR2008,JOUR,2008,Magazine Writing,CE
JOUR2009,JOUR,2009,Magazine Writing,W
JOUR2010,JOUR,2010,Feature Writing,CE
JOUR2011,JOUR,2011,Feature Writing,W
JOUR2012,JOUR,2012,Business and Journalism,QA
JOUR2013,JOUR,2013,"Race, Class & Gender in Media",HD
JWST2014,JWST,2014,Introduction to Jewish Studies,GPS
JWST2015,JWST,2015,Introduction to Jewish Studies,HD
LATN2016,LATN,2016,Beginning Latin II,SLC
LATN2017,LATN,2017,Second-Year Latin,LAI
MATH2018,MATH,2018,Intro to Math Sciences,QR
MATH2019,MATH,2019,Calculus Busi-Social Sci,QR
MATH2020,MATH,2020,Calculus I,QR
MATH2021,MATH,2021,Consolidated Calculus,QR
MATH2022,MATH,2022,Intro. to Proof and Analysis,W
MATH2023,MATH,2023,Differential Equations,QA
MDVL2024,MDVL,2024,The Pilgrimage: Medieval,LAI
MDVL2025,MDVL,2025,The Pilgrimage: Medieval,W
ME2026,ME,2026,Intro: Mechanical Engineering,TAS
ME2027,ME,2027,Professional Development,CIE
ME2028,ME,2028,Professional Development,OC
MNO2029,MNO,2029,Corp Social Responsibility,W
MNO2030,MNO,2030,Global & Public Health Impact,CE
MNO2031,MNO,2031,Global & Public Health Impact,GPS
MNO2032,MNO,2032,Global & Public Health Impact,HD
MNO2033,MNO,2033,Leadership and Culture,HD
MPED2034,MPED,2034,Intro Instrument Pedagogy,OC
MSA2035,MSA,2035,International Studies in Arts,CA
MSA2036,MSA,2036,International Studies in Arts,CAA
MSA2037,MSA,2037,International Studies in Arts,GPS
MUED2038,MUED,2038,Instrumental Methods/Materials,CE
MUED2039,MUED,2039,Chrl Mus Methods and Matl,CE
MUHI2040,MUHI,2040,Music in World Societies,CA
MUHI2041,MUHI,2041,Music in World Societies,CAA
MUHI2042,MUHI,2042,Music in World Societies,HD
MUHI2043,MUHI,2043,Music in History and Culture,CA
MUHI2044,MUHI,2044,Music in History and Culture,CAA
MUHI2045,MUHI,2045,Music in History and Culture,HD
MUHI2046,MUHI,2046,African-Am. Classical Music,HC
MUHI2047,MUHI,2047,Music: Contemp Audiences,CA
MUHI2048,MUHI,2048,Music: Contemp Audiences,CAA
MUHI2049,MUHI,2049,Jazz: Tradition/Transform,CA
MUHI2050,MUHI,2050,Jazz: Tradition/Transform,CAA
MUTH2051,MUTH,2051,Music Fundamentals,CA
MUTH2052,MUTH,2052,Music Fundamentals,CAA
MUTH2053,MUTH,2053,Form and Analysis,W
MUTY2054,MUTY,2054,Music Therapy Practicum V,CE
MUTY2055,MUTY,2055,Research in Music Therapy,QA
OREM2056,OREM,2056,Practical Intro Data Science,TAS
OREM2057,OREM,2057,Practical Intro Data Science,QA
OREM2058,OREM,2058,Computing Technology,TAS
OREM2059,OREM,2059,Computing Technology,OC
OREM2060,OREM,2060,Cult & Ethic Implic of Tech,TAS
OREM2061,OREM,2061,Cult & Ethic Implic of Tech,CIE
OREM2062,OREM,2062,Senior Design,OC
PERB2063,PERB,2063,Music Theatre Workshop: Abroad,CE
PHIL2064,PHIL,2064,Intro to Critical Thinking,PREI
PHIL2065,PHIL,2065,Elementary Logic,PREI
PHIL2066,PHIL,2066,Introduction to Philosophy,PREI
PHIL2067,PHIL,2067,Introduction to Philosophy,PREI
PHIL2068,PHIL,2068,Introduction to Ethics,PREI
PHIL2069,PHIL,2069,Business Ethics,PREI
PHIL2070,PHIL,2070,Contemporary Moral Problems,PREI
PHIL2071,PHIL,2071,"Technology, Society, and Value",PREI
PHIL2072,PHIL,2072,Problems Philosophy of Relig,PREI
PHIL2073,PHIL,2073,Philosophy and Gender,PREI
PHIL2074,PHIL,2074,Advanced Topics in Philosophy,PREI
PHIL2075,PHIL,2075,Philosophy of Language,PREI
PHIL2076,PHIL,2076,Knowledge and Skepticism,PREI
PHIL2077,PHIL,2077,Metaphysics,PREI
PHIL2078,PHIL,2078,Philosophy of Mind,PREI
PHIL2079,PHIL,2079,"Minds, Brains, and Robotics",PREI
PHIL2080,PHIL,2080,Philosophy of Perception,PREI
PHIL2081,PHIL,2081,Philosophy of Perception,W
PHIL2082,PHIL,2082,"Colors, Sounds, & Other Appear",W
PHIL2083,PHIL,2083,"Identity, Persons, & Other Obj",PREI
PHIL2084,PHIL,2084,"Identity, Persons, & Other Obj",W
PHIL2085,PHIL,2085,Causation,PREI
PHIL2086,PHIL,2086,Causation,W
PHIL2087,PHIL,2087,"Time, Space, and Metaphysics",PREI
PHIL2088,PHIL,2088,"Time, Space, and Metaphysics",OC
PHIL2089,PHIL,2089,"Time, Space, and Metaphysics",W
PHIL2090,PHIL,2090,Pleasure and Pain,PREI
PHIL2091,PHIL,2091,Pleasure and Pain,W
PHIL2092,PHIL,2092,Philosophy of Psyc and Neuro,PREI
PHIL2093,PHIL,2093,Philosophy of Psyc and Neuro,W
PHIL2094,PHIL,2094,Consciousness,PREI
PHIL2095,PHIL,2095,Consciousness,OC
PHIL2096,PHIL,2096,Consciousness,W
PHIL2097,PHIL,2097,Hist Westrn Phil-Ancient,PREI
PHIL2098,PHIL,2098,Hist of Western Phil (Modern),PREI
PHIL2099,PHIL,2099,"Creativity, Discovery, Science",PREI
PHIL2100,PHIL,2100,Philosophy of Biology,PREI
PHIL2101,PHIL,2101,Social Political Philosophy,CIE
PHIL2102,PHIL,2102,Liberty,PREI
PHIL2103,PHIL,2103,Philosophy of Law,PREI
PHIL2104,PHIL,2104,Topics in Moral Philosophy,PREI
PHIL2105,PHIL,2105,Bioethics,CIE
PHIL2106,PHIL,2106,Animal Rights,CIE
PHIL2107,PHIL,2107,The Good Life,CIE
PHIL2108,PHIL,2108,Environmental Ethics,CIE
PHIL2109,PHIL,2109,"Ethics: Morality,self-Interest",PREI
PHIL2110,PHIL,2110,Neuroethics,CIE
PHIL2111,PHIL,2111,The Ethics of Sport,CIE
PHIL2112,PHIL,2112,The Ethics of Sport,OC
PHIL2113,PHIL,2113,Feminist Philosophy,CIE
PHYS2114,PHYS,2114,Mechanics Laboratory,ES
PHYS2115,PHYS,2115,Mechanics Laboratory,ES9
PHYS2116,PHYS,2116,Electricity and Magnetism Lab,ES
PHYS2117,PHYS,2117,Electricity and Magnetism Lab,ES9
PHYS2118,PHYS,2118,Electricity and Magnetism Lab,QA
PHYS2119,PHYS,2119,The Ideas of Modern Physics,ES
PHYS2120,PHYS,2120,The Ideas of Modern Physics,QA
PHYS2121,PHYS,2121,Introductory Mechanics,ES
PHYS2122,PHYS,2122,Introductory Mechanics,ES8
PHYS2123,PHYS,2123,Intro Electricity & Magnetism,ES
PHYS2124,PHYS,2124,Intro Electricity & Magnetism,ES8
PHYS2125,PHYS,2125,Intro Electricity & Magnetism,QA
PHYS2126,PHYS,2126,General Physics I,ES
PHYS2127,PHYS,2127,General Physics I,ES8
PHYS2128,PHYS,2128,General Physics II,ES
PHYS2129,PHYS,2129,General Physics II,ES8
PHYS2130,PHYS,2130,General Physics II,QA
PHYS2131,PHYS,2131,Elements of Astronomy,ES
PHYS2132,PHYS,2132,Musical Acoustics,ES
PHYS2133,PHYS,2133,Introduction to Modern Physics,OC
PHYS2134,PHYS,2134,Physics of Music,ES
PLSC2135,PLSC,2135,Intro Amer Govt-Politics,SBS
PLSC2136,PLSC,2136,Intro to Comparative Politics,SBS
PLSC2137,PLSC,2137,Introduction Political Theory,CIE
PLSC2138,PLSC,2138,Intro Internatl Relations,SBS
PLSC2139,PLSC,2139,Congress & Legis Process,HC
PLSC2140,PLSC,2140,"Law, Politics & Supreme Court",SBS
PLSC2141,PLSC,2141,"Law, Politics & Supreme Court",W
PLSC2142,PLSC,2142,Pub Opinion & Amer Politics,W
PLSC2143,PLSC,2143,Western European Politics,W
PLSC2144,PLSC,2144,Comparative Law,SBS
PLSC2145,PLSC,2145,Making Democracy Work,SBS
PLSC2146,PLSC,2146,Making Democracy Work,W
PLSC2147,PLSC,2147,Govt & Pol of Africa,SBS
PLSC2148,PLSC,2148,Govt & Pol of Africa,HD
PLSC2149,PLSC,2149,Govt & Pol of Latin America,SBS
PLSC2150,PLSC,2150,Politics of Major Latin Amer,SBS
PLSC2151,PLSC,2151,Chinese Politics,W
PLSC2152,PLSC,2152,Govt & Pol of Russia,W
PLSC2153,PLSC,2153,Foundations of Polit Thought,CIE
PLSC2154,PLSC,2154,Foundations of Polit Thought,W
PLSC2155,PLSC,2155,Modern Political Thought,CIE
PLSC2156,PLSC,2156,American Political Thought,W
PLSC2157,PLSC,2157,Internationl Political Economy,SBS
PLSC2158,PLSC,2158,Internationl Political Economy,W
PLSC2159,PLSC,2159,Rights & Representation,CIE
PLSC2160,PLSC,2160,Gender in World Politics,HD
PLSC2161,PLSC,2161,Islam and Politics,GPS
PLSC2162,PLSC,2162,Movements and Protests,GPS
PLSC2163,PLSC,2163,Religion and Politics,CIE
PLSC2164,PLSC,2164,Republicanism & Good Society,CIE
PLSC2165,PLSC,2165,The Republican Hero,CIE
PLSC2166,PLSC,2166,Revolution and Disobedience,CIE
PPIA2167,PPIA,2167,Gateway to Global Policymaking,OC
PPIA2168,PPIA,2168,Gateway to Global Policymaking,W
PRW2169,PRW,2169,"Self, Identity, and Community",CE
PRW2170,PRW,2170,"Self, Identity, and Community",CIE
PRW2171,PRW,2171,"Self, Identity, and Community",OC
PRW2172,PRW,2172,"Self, Identity, and Community",W
PRW2173,PRW,2173,Pers.Responsibility&Community,CE
PRW2174,PRW,2174,Pers.Responsibility&Community,CIE
PRW2175,PRW,2175,Pers.Responsibility&Community,OC
PSYC2176,PSYC,2176,Introduction to Psychology,SBS
PSYC2177,PSYC,2177,Developmental Psychology,SBS
PSYC2178,PSYC,2178,Research Methods in Psychology,W
PSYC2179,PSYC,2179,Social Psychology,SBS
PSYC2180,PSYC,2180,Social Psychology,HD
PSYC2181,PSYC,2181,Health Psychology,HD
PSYC2182,PSYC,2182,Positive Psychology,SBS
PSYC2183,PSYC,2183,Positive Psychology,CE
PSYC2184,PSYC,2184,Multicultural Psychology,HD
PSYC2185,PSYC,2185,Introduction to Clinical Psyc,OC
PSYC2186,PSYC,2186,History of Psychology,HC
PSYC2187,PSYC,2187,History of Psychology,OC
PSYC2188,PSYC,2188,Dept Distinction in Psychology,OC
RELI2189,RELI,2189,Religious Literacy,PREI
RELI2190,RELI,2190,Religious Literacy,GPS
RELI2191,RELI,2191,Religious Literacy,HD
RELI2192,RELI,2192,Intro to Asian Religions,PREI
RELI2193,RELI,2193,Intro to Asian Religions,GPS
RELI2194,RELI,2194,Intro to Western Religions,PREI
RELI2195,RELI,2195,Introduction Primal Religions,PREI
RELI2196,RELI,2196,"Judaism,Christianty& the Bible",PREI
RELI2197,RELI,2197,Probs Philosophy of Relig,CIE
RELI2198,RELI,2198,Probs Philosophy of Relig,W
RELI2199,RELI,2199,Christian Theology,PREI
RELI2200,RELI,2200,Hinduism,PREI
RELI2201,RELI,2201,Buddhism,PREI
RELI2202,RELI,2202,Bioethics-Christian Persp,PREI
RELI2203,RELI,2203,Soc Scientific Study Reli,SBS
RELI2204,RELI,2204,Soc Scientific Study Reli,CIE
RELI2205,RELI,2205,Soc Scientific Study Reli,HD
RELI2206,RELI,2206,Soc Scientific Study Reli,W
RELI2207,RELI,2207,Religion and Science,PREI
RELI2208,RELI,2208,Old Testament,PREI
RELI2209,RELI,2209,Old Testament,W
RELI2210,RELI,2210,Religion and the Holocaust,HC
RELI2211,RELI,2211,Religion and the Holocaust,W
RELI2212,RELI,2212,New Testament,PREI
RELI2213,RELI,2213,Islam,PREI
RELI2214,RELI,2214,History of Christianity,PREI
RELI2215,RELI,2215,Dallas' Houses of Worship,PREI
RELI2216,RELI,2216,Dallas' Houses of Worship,OC
RELI2217,RELI,2217,Dallas' Houses of Worship,W
RELI2218,RELI,2218,Love and Death,PREI
RELI2219,RELI,2219,Love and Death,OC
RELI2220,RELI,2220,Love and Death,W
RELI2221,RELI,2221,Religions in the Southwest,PREI
RELI2222,RELI,2222,Religions in the Southwest,HD
RELI2223,RELI,2223,Islam and the West,PREI
RELI2224,RELI,2224,Understndg Self:East/West,PREI
RELI2225,RELI,2225,"Magic, Myth and Religion",PREI
RELI2226,RELI,2226,Wholeness&Holiness:Relig,PREI
RELI2227,RELI,2227,Theology and Economics,CIE
RELI2228,RELI,2228,Theology and Economics,OC
RELI2229,RELI,2229,The Feminine Divine,PREI
RELI2230,RELI,2230,The Cultural History of Tibet,PREI
RELI2231,RELI,2231,Religions of China,PREI
RELI2232,RELI,2232,Plants of the Gods,PREI
RELI2233,RELI,2233,"Religion, Gender & Development",SBS
RELI2234,RELI,2234,"Religion, Gender & Development",HD
RELI2235,RELI,2235,"Religion, Gender & Development",W
RELI2236,RELI,2236,Mysticism,PREI
RELI2237,RELI,2237,Mysticism,OC
RELI2238,RELI,2238,Reel Judaism,CA
RELI2239,RELI,2239,Reel Judaism,CAA
RELI2240,RELI,2240,Reel Judaism,HD
RELI2241,RELI,2241,Reel Judaism,OC
RELI2242,RELI,2242,"Myths, Epics, Tales - India",LAI
RELI2243,RELI,2243,Anti-Semitism,PREI
RELI2244,RELI,2244,Anti-Semitism,HD
RELI2245,RELI,2245,Anti-Semitism,OC
RUSS2246,RUSS,2246,Beginning Russian II,SLM
RUSS2247,RUSS,2247,Intermediate Russian I,LAI
RUSS2248,RUSS,2248,Intermediate Russian I,GPS
RUSS2249,RUSS,2249,Advanced Russian I,CIE
RUSS2250,RUSS,2250,Advanced Russian I,HD
SOCI2251,SOCI,2251,Introduction to Sociology,SBS
SOCI2252,SOCI,2252,Social Problems,SBS
SOCI2253,SOCI,2253,Social Problems,HD
SOCI2254,SOCI,2254,"Health, Healing and Ethics",PREI
SOCI2255,SOCI,2255,"Health, Healing and Ethics",W
SOCI2256,SOCI,2256,Race and Ethnicity in Us,SBS
SOCI2257,SOCI,2257,Race and Ethnicity in Us,HD
SOCI2258,SOCI,2258,Race and Ethnicity in Us,W
SOCI2259,SOCI,2259,Social Sci Research Methods,W
SOCI2260,SOCI,2260,Database Methods and Analysis,QA
SOCI2261,SOCI,2261,Database Methods and Analysis,W
SOCI2262,SOCI,2262,Soc-Scientific Study Religion,SBS
SOCI2263,SOCI,2263,Nonprofit Orgs: Concept Primer,SBS
SOCI2264,SOCI,2264,Nonprofit Orgs: Concept Primer,OC
SOCI2265,SOCI,2265,Nonprofits at Work,CE
SOCI2266,SOCI,2266,Constructed Social Identities,SBS
SOCI2267,SOCI,2267,Constructed Social Identities,HD
SOCI2268,SOCI,2268,Global Society,SBS
SOCI2269,SOCI,2269,Global Society,GPS
SOCI2270,SOCI,2270,Sociology of the Family,SBS
SOCI2271,SOCI,2271,Sociology of the Family,OC
SOCI2272,SOCI,2272,Sociology of the Family,W
SOCI2273,SOCI,2273,Law and Society,SBS
SOCI2274,SOCI,2274,Global Urbanism,GPS
SOCI2275,SOCI,2275,Global Urbanism,W
SOCI2276,SOCI,2276,U.S. Urbanism,HD
SOCI2277,SOCI,2277,U.S. Urbanism,W
SOCI2278,SOCI,2278,Minority-Dominant Relations,SBS
SOCI2279,SOCI,2279,Minority-Dominant Relations,HD
SOCI2280,SOCI,2280,Minority-Dominant Relations,W
SOCI2281,SOCI,2281,Sociology of Gender,SBS
SOCI2282,SOCI,2282,Sociology of Gender,HD
SOCI2283,SOCI,2283,Cont Issues in American Sowest,SBS
SOCI2284,SOCI,2284,Cont Issues in American Sowest,HD
SOCI2285,SOCI,2285,Organizations & Their Environ,SBS
SPAN2286,SPAN,2286,Beginning Spanish II,SLM
SPAN2287,SPAN,2287,Beg Span With Intensive Review,SLM
SPAN2288,SPAN,2288,Intermediate Spanish II,GPS
SPAN2289,SPAN,2289,Intermediate Spanish: Health,GPS
SPAN2290,SPAN,2290,Intermediate Heritage Span II,CIE
SPAN2291,SPAN,2291,Intermediate Heritage Span II,HD
SPAN2292,SPAN,2292,Intermediate Spanish I,LAI
SPAN2293,SPAN,2293,Intermediate Spanish I,GPS
SPAN2294,SPAN,2294,Advanced Spanish,OC
SPAN2295,SPAN,2295,Adv Span for Heritage Speakers,OC
SPAN2296,SPAN,2296,Spanish Civilization in Madrid,GPS
SPAN2297,SPAN,2297,Literature and Leadership,CIE
SPAN2298,SPAN,2298,Conversations and Community,CE
STAT2299,STAT,2299,Intro Statistical Methods,QR
THEA2300,THEA,2300,Embodied Practice,CA
THEA2301,THEA,2301,Embodied Practice,CAA
THEA2302,THEA,2302,Acting 2,CA
THEA2303,THEA,2303,Acting 2,CAC
THEA2304,THEA,2304,Acting 2,OC
THEA2305,THEA,2305,Theatre Movement for Nonmajors,CA
THEA2306,THEA,2306,Theatre Movement for Nonmajors,CAC
THEA2307,THEA,2307,The Art of Acting,CA
THEA2308,THEA,2308,The Art of Acting,CAC
THEA2309,THEA,2309,The Art of Acting,OC
THEA2310,THEA,2310,Fashion History & Culture,CA
THEA2311,THEA,2311,Fashion History & Culture,CAA
THEA2312,THEA,2312,Spectacle of Performance,CA
THEA2313,THEA,2313,Spectacle of Performance,CAA
THEA2314,THEA,2314,Spectacle of Performance,OC
THEA2315,THEA,2315,Text Analysis,LAI
THEA2316,THEA,2316,Playwriting 2,W
THEA2317,THEA,2317,Thea and Drama History 1,HC
THEA2318,THEA,2318,Theatre and Drama History 2,HD
